Blend,Head,Type,Brand,POS,sw1,sw1_POS,sw2,sw2_POS,sw3,sw3_POS,Source,sw source,Definition,LengthDiffSyll,LengthDiffSeg,sw1_stress,sw2_stress,StressReduction,StressHypothesis,SegReduction,sw1length,sw1percent,sw1deleted,sw2length,sw2percent,sw2deleted,SegHypothesis
stagflation,both,LR,no,n,stagnation,n,inflation,n,,,Thurner (DJ),,,0,,1,1,0,1,1,9,0.555555556,4,8,0.75,2,1
stator,2,LR,no,n,stationary,adj,rotor,n,,,Thurner (DST),,,2,,1,1,0,0,1,9,0.333333333,6,4,0.5,2,1
steelionaire,2,WR,no,n,steel,n,millionaire,n,,,Thurner (WWA),,,-2,,1,0,1,0,0.5,4,1,0,8,0.75,2,0
stencilhouette,2,WW,no,n,stencil,n,silhouette,n,,,Thurner (BL),,,-1,,0,1,1,1,0,7,1,0,7,1,0,0
stewp,both,WR,no,n,stew,n,soup,n,,,Thurner (FW),,,0,,1,1,0,1,0,3,1,0,3,1,0,0
stiction,2,LR,no,n,static,adj,friction,n,,,Thurner (OED),,,0,,1,1,0,0,1,6,0.666666667,2,7,0.714285714,2,1
stockateer,2,WR,no,n,stock,n,racketeer,n,,,Thurner (WE),,,-2,,0.5,1,0.5,1,0.5,4,1,0,7,0.714285714,2,0
stripteuse,both,LR,no,n,stripper,n,chanteuse,n,,,Thurner (WWA),,,0,,0.5,1,0.5,0,1,6,0.833333333,1,6,0.5,3,0
stuffocation,2,WR,no,n,stuff,v,suffocation,n,,,Thurner,,,-3,,0.5,1,0.5,1,0,4,1,0,9,1,0,0
subtopia,2,LR,no,n,suburban,adj,utopia,n,,,Thurner (OED),,,-1,,1,1,0,0,1,7,0.571428571,3,7,0.714285714,2,1
superfecta,2,WW,no,n,super,adj,perfecta,n,,,Thurner (WES),,,-1,,0.5,1,0.5,1,0,4,1,0,7,1,0,0
surfari,2,WR,no,n,surf,v,safari,n,,,Thurner (OWW),,,-2,,0,1,1,1,0.5,3,1,0,6,0.833333333,1,0
surroundary,2,WR,no,n,surround,v,boundary,n,,,Thurner (OED),,,-1,,1,1,0,0,0.5,5,1,0,6,0.833333333,1,0
swacket,both,LR,no,n,sweater,n,jacket,n,,,Thurner (BAI),,,0,,1,1,0,1,1,5,0.6,2,5,0.8,1,1
sweatspiration,both,WR,no,n,sweat,n,perspiration,n,,,Thurner (BL),,,-3,,0.5,1,0.5,0,1,4,0.75,1,9,0.777777778,2,1
sweedle,both,LW,no,v,swindle,v,wheedle,v,,,Thurner (OED),,,0,,1,1,0,1,0.5,7,0.714285714,2,5,1,0,1
swelegant,both,WW,no,adj,swell,adj,elegant,adj,,,Thurner (WW),,,-2,,1,1,0,1,0,4,1,0,7,1,0,0
swingle,2,WR,no,n,swing,v,single,n,,,Thurner (DAS),,,-1,,1,1,0,0,0,4,1,0,6,1,0,0
Swinglish,both,LW,no,n,Swedish,n,English,n,,,Thurner (SE),,,0,,1,1,0,1,0.5,6,0.666666667,2,6,1,0,1
swoose,both,LR,no,n,swan,n,goose,n,,,Thurner (WE),,,0,,1,1,0,1,1,4,0.5,2,3,0.666666667,1,1
symbolatry,2,WR,no,n,symbol,n,idolatry,n,,,Thurner (OED),,,-2,,0,1,1,1,1,6,0.833333333,1,8,0.75,2,0
systemaniac,2,WW,no,n,system,n,maniac,n,,,Thurner (TM),,,-1,,0.5,1,0.5,1,0,6,1,0,6,1,0,0
taboob,1,WW,no,n,taboo,n,boob,n,,,Thurner (AL),,,1,,1,1,0,1,0,4,1,0,3,1,0,0
taileron,2,WW,no,n,tail,n,aileron,n,,,Thurner (OED),,,-2,,1,1,0,0,0,3,1,0,5,1,0,0
tamboo,1,LR,no,n,tambour,n,bamboo,n,,,Thurner (OED),,,0,,1,1,0,1,1,6,0.666666667,2,5,0.8,1,1
tangelo,both,LR,no,n,tangerine,n,pomelo,n,,,Thurner (FO),,,0,,0,1,1,0,1,7,0.571428571,3,6,0.5,3,0
tangemon,both,LR,no,n,tangerine,n,lemon,n,,,Thurner (WE),,,1,,0,1,1,0,1,7,0.714285714,2,5,0.8,1,1
tangor,both,LL,no,n,tangerine,n,orange,n,,,Thurner (WE),,,,,,,,,,,,,,,,
telectorate,2,LW,no,n,television,n,electorate,n,,,Thurner (BDC),,,0,,0,1,1,1,1,9,0.444444444,5,8,0.875,1,1
telegogue,2,LR,no,n,television,n,demagogue,n,,,Thurner (WW),,,,,1,1,0,0,1,9,0.444444444,5,7,0.714285714,2,1
telephonograph,2,WW,no,n,telephone,n,phonograph,n,,,Thurner (OED),,,,,0.5,1,0.5,1,0,7,1,0,8,1,0,0
televangelist,2,LW,no,n,television,n,evangelist,n,,,Thurner,,,,,0.5,1,0.5,1,1,9,0.666666667,3,10,0.9,1,1
televisionary,2,WW,no,n,television,n,visionary,n,,,Thurner (DA),,,,,0.5,1,0.5,1,0,9,1,0,8,1,0,0
tenoroon,2,WR,no,n,tenor,adj,bassoon,n,,,Thurner (OED),,,,,0.5,1,0.5,1,0.5,4,1,0,5,0.4,3,0
tensegrity,2,WR,no,n,tense,adj,integrity,n,,,Thurner (WES),sw2edit-KS,,,,0,1,1,1,0.5,4,1,0,9,0.777777778,2,0
terraqueous,2,WW,no,adj,terra,n,aqueous,adj,,,Thurner (WE),,,,,0,1,1,1,0,4,1,0,6,1,0,0
terrorilla,both,WR,no,n,terrorist,n,guerilla,n,,,Thurner (NWD),,,,,0.5,1,0.5,0,1,7,0.714285714,2,5,0.8,1,1
testiculating,2,LR,no,v,testicles,n,gesticulating,v,,,Thurner (DS),,,,,1,0,1,0,1,9,0.777777778,2,13,0.923076923,1,1
testificate,2,LR,no,n,testimonial,n,certificate,n,,,Thurner (BL),,,,,0,1,1,1,1,11,0.454545455,6,9,0.888888889,1,1
Texcentricity,2,LW,no,n,Texan,adj,eccentricity,n,,,Thurner (DD),,,,,0.5,1,0.5,1,0,6,1,0,12,1,0,0
Texican,both,LR,no,n,Texan,n,Mexican,n,,,Thurner (OED),,,,,1,1,0,1,0.5,6,1,0,8,0.875,1,0
Texico,2,LR,no,n,Texas,n,Mexico,n,,,Thurner (AL),,,,,1,1,0,0,1,6,0.833333333,1,7,0.857142857,1,1
thermistor,2,LR,no,n,thermal,adj,resistor,n,,,Thurner (WE),,,,,0,1,1,1,1,5,0.6,2,7,0.571428571,3,0
thoughtography,2,LR,no,n,thought,n,photography,n,,,Thurner (OED),,,,,0.5,1,0.5,1,0.5,3,1,0,9,0.777777778,2,0
threepeat,2,WW,no,n,three,adj,repeat,n,,,Thurner,,,,,1,0,1,0,0,3,1,0,5,1,0,0
throffer,both,?,no,n,threat,n,offer,n,,,http://en.wikipedia.org/wiki/Throffer,,,,,,,,,,,,,,,,
tiglon,both,LR,no,n,tiger,n,lion,n,,,Thurner (WE),,,,,1,1,0,1,1,4,0.75,1,4,0.75,1,0
tigon,both,LR,no,n,tiger,n,lion,n,,,Thurner (WE),,,,,1,1,0,1,1,4,0.5,2,4,0.5,2,0
tilge,1,LR,no,n,tea,n,bilge,n,,,Thurner (BL),,,,,1,1,0,1,1,2,0.5,1,4,0.75,1,1
tili,both,LL,no,n,tiger,n,liger,n,,,Thurner (WE),sw2 - JM,,,,1,0,1,1,1,4,0.5,2,4,0.5,2,0
tinner,both,LR,no,n,tea,n,dinner,n,,,Thurner (DS),,,,,1,1,0,1,1,2,0.5,1,4,0.75,1,1
tissue,2,LW,no,n,trivial,n,issue,n,,,Thurner (JA),,,,,1,0,1,0,1,7,0.285714286,5,3,0.666666667,1,1
tobacconalian,2,WW,no,n,tobacco,n,bacchanalian,n,,,Thurner (OED),,,,,0.5,1,0.5,1,0.5,6,0.833333333,1,10,1,0,1
topato,both,embed,no,n,tomato,n,potato,n,,,Thurner (WE),,,,,,,,,,,,,,,,
topepo,both,embed,no,n,tomato,n,pepper,n,,,Thurner (WE),,,,,,,,,,,,,,,,
torrible,both,LR,no,adj,torrid,adj,horrible,adj,,,Thurner (BL),,,,,1,1,0,1,1,5,0.8,1,7,0.857142857,1,1
touron,both,LR,no,n,tourist,n,moron,n,,,Thurner (SL),,,,,1,1,0,1,1,6,0.5,3,5,0.6,2,1
trainiasium,2,LR,no,n,training,n,gymnasium,n,,,Thurner (AEM),,,,,0.5,1,0.5,1,1,6,0.666666667,2,9,0.666666667,3,0
trampede,2,LR,no,n,trample,v,stampede,n,,,Thurner,,,,,0,1,1,1,1,7,0.714285714,2,7,0.857142857,1,1
tremense,both,LR,no,adj,tremendous,adj,immense,adj,,,Thurner (FW),,,,,1,1,0,1,1,9,0.777777778,2,5,0.8,1,1
trendency,both,WW,no,n,trend,n,tendency,n,,,Thurner (DA),,,,,1,1,0,1,0,5,1,0,8,1,0,0
trialevision,2,WR,no,n,trial,n,television,n,,,Thurner (TM),,,,,1,1,0,0,0.5,5,1,0,9,0.777777778,2,0
triathlete,2,LW,no,n,triathlon,n,athlete,n,,,Thurner (WES),,,,,1,1,0,0,0.5,8,0.75,2,5,1,0,1
tricknology,2,WR,no,n,trick,n,technology,n,,,Thurner (DA),,,,,0.5,1,0.5,1,0.5,4,1,0,9,0.888888889,1,0
triticale,both,LR,no,n,Triticum,n,Secale,n,,,Thurner (BD),,,,,0,1,1,0,1,8,0.75,2,6,0.833333333,1,1
triumphirate,2,WR,no,n,triumphant,adj,triumvirate,n,,,Thurner (BL),,,,,1,1,0,0,1,9,0.888888889,1,9,0.888888889,1,0
troposcatter,2,LW,no,n,troposphere,n,scatter,n,,,Thurner (OED),,,,,1,0.5,0.5,0,0.5,9,0.666666667,3,5,1,0,1
truppie,both,LR,no,n,trucker,n,yuppie,n,,,Thurner (NWD),,,,,1,1,0,1,1,5,0.6,2,4,0.75,1,1
Tudorbethan,both,LR,no,adj,Tudor,adj,Elizabethan,adj,,,Thurner (OED),,,,,0.5,1,0.5,0,0.5,4,1,0,10,0.5,5,0
tumblesault,both,WR,no,n,tumble,n,somersault,n,,,Thurner (DWP),,,,,1,0,1,1,0.5,6,1,0,8,0.125,7,0
turken,both,LR,no,n,turkey,n,chicken,n,,,Thurner (WE),,,,,1,1,0,1,1,4,0.75,1,5,0.6,2,0
tweenager,2,RW,no,n,between,p,teenager,n,,,Thurner,KS,,,,0,1,1,1,0.5,6,0.666666667,2,6,1,0,1
twinight,both,LW,no,n,twilight,n,night,n,,,Thurner (WE),,,,,1,0.5,0.5,1,0.5,6,0.833333333,1,3,1,0,1
twinsult,2,WW,no,n,twin,n,insult,n,,,Thurner (TM),,,,,1,1,0,0,0,4,1,0,6,1,0,0
twirligig,2,WW,no,n,twirl,v,whirligig,n,,,Thurner (OED),,,,,1,1,0,0,0,4,1,0,7,1,0,0
ubiquinone,2,LW,no,n,ubiquitous,adj,quinone,n,,,Thurner (OED),,,,,1,0,1,0,0.5,10,0.7,3,6,1,0,1
ubookquitous,matrix,embed,no,adj,ubiquitous,adj,book,n,,,Thurner (MBN),,,,,,,,,,,,,,,,
uffish,both,LR,no,adj,uppish,adj,selfish,adj,,,Thurner (FW),,,,,1,1,0,1,1,4,0.75,1,6,0.5,3,0
ufocal,2,WW,no,n,UFO,n,focal,n,,,Thurner (DJ),,,,,1,1,0,0,0,5,1,0,5,1,0,0
uforia,2,WR,no,n,UFO,n,euphoria,n,,,Thurner (MOT),,,,,1,1,0,0,0.5,5,0.8,1,7,1,0,1
Ulsteria,2,WR,no,n,Ulster,n,hysteria,n,,,Thurner (BL),,,,,0.5,1,0.5,1,1,5,0.8,1,8,0.75,2,0
Ultamints,2,LW,yes,n,ultimate,adj,mints,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
Ultime,2,LW,yes,n,ultimate,adj,time,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
ultraviolation,2,LW,no,n,ultraviolet,adj,violation,n,,,Thurner (OED),,,,,0,1,1,1,0.5,11,0.818181818,2,8,1,0,1
Umbrellegant,2,WW,yes,adj,umbrella,n,elegant,adj,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
Umbroller,2,LR,yes,n,umbrella,n,stroller,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
umperor,1,LR,no,n,umpire,n,emperor,n,,,Thurner (BL),,,,,1,1,0,1,1,5,0.8,1,5,0.8,1,0
Uncle Tomahawk,2,WW,no,n,Uncle Tom,n,tomahawk,n,,,Thurner (BNE),,,,,1,1,0,0,0,8,1,0,7,1,0,0
uniquity,2,WR,no,n,unique,adj,iniquity,n,,,Thurner (WW),,,,,1,1,0,0,0.5,5,1,0,8,0.75,2,0
Uniterm,both,WW,no,n,unit,n,term,n,,,Thurner (OED),,,,,1,1,0,1,0,5,1,0,3,1,0,0
universanimous,both,LR,no,adj,universal,adj,unanimous,adj,,,Thurner (BL),,,,,0,1,1,0,0.5,9,0.888888889,1,9,1,0,1
urbanality,both,WW,no,n,urbanity,n,banality,n,,,Thurner (WO),,,,,0,1,1,0,0.5,7,0.857142857,1,8,1,0,1
urbanonymous,2,WW,no,adj,urban,adj,anonymous,adj,,,Thurner (JA),,,,,0.5,1,0.5,1,0,4,1,0,8,1,0,0
urbantry,2,WR,no,n,urban,adj,country,n,,,Thurner (BAI),,,,,0.5,1,0.5,1,0.5,4,1,0,6,0.833333333,1,0
urinalysis,2,WR,no,n,urine,n,analysis,n,,,Thurner (OED),,,,,0.5,1,0.5,1,0.5,4,1,0,8,0.875,1,0
utopiate,2,WW,no,n,utopia,n,opiate,n,,,Thurner (OED),,,,,1,1,0,0,0,7,1,0,5,1,0,0
vanitory,both,LR,no,n,vanity,n,lavatory,n,,,Thurner (WE),,,,,1,1,0,1,0.5,6,1,0,8,0.625,3,0
Vaporub,2,WW,yes,n,vapor,n,rub,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
varactor,2,LR,no,n,varying,adj,reactor,n,,,Thurner (WE),,,,,0,1,1,1,1,6,0.333333333,4,6,0.833333333,1,1
varistor,2,LR,no,n,variable,adj,resistor,n,,,Thurner (WE),,,,,0,1,1,1,1,8,0.25,6,7,0.714285714,2,1
vash,2,LW,no,n,volcanic,adj,ash,n,,,Thurner (SSW),,,,,0,1,1,1,0.5,8,0.25,6,2,1,0,1
vaudevillain,2,LW,no,n,vaudeville,n?,villain,n,,,Thurner (OED),,,,,0,1,1,1,0.5,6,0.833333333,1,5,1,0,1
vegelate,both,LR,no,n,vegetable,n,chocolate,n,,,Thurner (NW),,,,,1,1,0,1,1,8,0.5,4,6,0.333333333,4,0
vegucate,2,LR,no,v,vegetable,n,educate,v,,,Thurner (NW),,,,,1,0,1,0,0.5,8,0.5,4,6,1,0,1
vegucation,2,LR,no,n,vegetable,n,education,n,,,Thurner,,,,,0.5,1,0.5,1,1,8,0.625,3,8,0.75,2,1
velveteenager,2,WW,no,n,velveteen,adj,teenager,n,,,Thurner (BAI),,,,,0.5,0,0.5,0,0,8,1,0,6,1,0,0
Velvetouch,2,WW,yes,n,velvet,adj,touch,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
verballistics,2,WW,no,n,verbal,adj,ballistics,n,,,Thurner (JO),,,,,0,1,1,1,0,5,1,0,9,1,0,0
Versatool,2,LW,yes,n,versatile,adj,tool,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
Versatowel,2,LW,yes,n,versatile,adj,towel,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
versiflage,both,LR,no,n,verse,n,persiflage,n,,,Thurner (BL),,,,,0.5,0,0.5,1,0.5,3,1,0,8,0.5,4,0
Vertebrace,2,WW,yes,n,vertebra,n,brace,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
vertebrarterial,both,LW,no,adj,vertebrate,adj,arterial,adj,,,Thurner (OED),,,,,0,1,1,0,0.5,8,0.875,1,8,1,0,1
vestock,both,WW,no,n,vest,n,stock,n,,,Thurner (OED),,,,,1,0,1,1,0.5,4,1,0,4,0.75,1,0
vexasperate,both,WW,no,v,vex,v,exasperate,v,,,Thurner (BL),,,,,0,0,0,1,0.5,4,1,0,9,0.666666667,3,0
vibronic,2,LR,no,adj,vibration,n,electronic,adj,,,Thurner (DNW),,,,,1,1,0,0,1,8,0.625,3,10,0.5,5,0
videbut,2,LW,no,n,video,n,debut,n,,,Thurner (DNW),,,,,1,0,1,0,1,5,0.6,2,5,0.8,1,1
videotrocities,2,WR,no,n,video,n,atrocities,n,,,Thurner (WW),,,,,0.5,1,0.5,1,1,5,0.8,1,9,0.444444444,5,0
vidience,2,LR,no,n,video,n,audience,n,,,Thurner (YNW),,,,,1,1,0,0,1,5,0.8,1,6,0.833333333,1,1
vidiot,2,LW,no,n,video,n,idiot,n,,,Thurner (TM),,,,,1,1,0,0,0.5,5,0.8,1,5,1,0,1
vidisk,2,LW,no,n,video,n,diskettes,n,,,Thurner (WW),,,,,1,0,1,0,1,5,0.6,2,7,0.428571429,4,0
vidozer,2,LW,no,n,video,n,dozer,n,,,Thurner (FW),,,,,0,1,1,1,0.5,5,0.8,1,4,1,0,1
vindictivolence,both,LR,no,n,vindictive,adj,malevolence,n,,,Thurner (OED),,,,,0,1,1,0,0.5,9,1,0,10,0.6,4,0
Vinylattice,2,WW,yes,n,vinyl,n,lattice,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
vinylon,both,WW,no,n,vinyl,n,nylon,n,,,Thurner (OED),,,,,0,1,1,0,0.5,5,0.8,1,5,1,0,1
vinyon,both,LR,no,n,vinyl,n,rayon,n,,,Thurner (DST),,,,,1,1,0,1,1,5,0.6,2,4,0.25,3,0
Virgilina,both,LR,no,n,Virginia,n,Carolina,n,,,Thurner (NA),,,,,0,1,1,0,1,7,0.714285714,2,8,0.625,3,0
vitamer,2,LR,no,n,vitamin,n,isomer,n,,,Thurner (WE),,,,,1,1,0,0,1,7,0.714285714,2,5,0.8,1,1
Vitamilk,2,LW,yes,n,vitamin,n,milk,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
vitazyme,2,LR,no,n,vitamin,n,enzyme,n,,,Thurner,,,,,1,0,1,0,1,7,0.714285714,2,5,0.6,2,0
vividity,2,WR,no,n,vivid,adj,avidity,n,,,Thurner (BL),,,,,0,1,1,1,0.5,5,1,0,7,0.714285714,2,0
vocular,both,LR,no,adj,vocal,adj,jocular,adj,,,Thurner (Charles Dickens),,,,,1,1,0,1,1,5,0.8,1,7,0.714285714,2,0
vodkatini,2,WR,no,n,vodka,n,martini,n,,,Thurner (BAI),,,,,0.5,1,0.5,1,0.5,5,1,0,7,0.714285714,2,0
Voicercise,2,WR,yes,n,voice,n,exercise,n,,,Thurner (BTC),,,,,,,,,,,,,,,,
voicespond,2,WR,no,v,voice,n,correspond,v,,,Thurner (OED),,,,,1,0.5,0.5,0,0.5,3,1,0,9,0.666666667,3,0
volcaniclastic,both,LR,no,adj,volcanic,adj,clastic,adj,,,Thurner (OED),,,,,0.5,1,0.5,0,0.5,8,0.875,1,7,1,0,1
volumeter,2,WW,no,n,volume,n,meter,n,,,Thurner (WE),,,,,1,0.5,0.5,0,0,6,1,0,4,1,0,0
volumetric,2,WW,no,adj,volume,n,metric,n,,,Thurner (WE),,,,,0.5,1,0.5,1,0,6,1,0,6,1,0,0
vulgularity,2,LR,no,n,vulgar,adj,popularity,n,,,Thurner (BL),,,,,1,0.5,0.5,0,1,5,0.8,1,11,0.272727273,8,0
waddle,both,LR,no,v,wade,v,toddle,v,,,Thurner (WE),,,,,1,1,0,1,1,3,0.666666667,1,5,0.8,1,1
wadge,both,LR,no,n,wad,n,wedge,n,,,Thurner (STY),,,,,1,1,0,1,1,3,0.666666667,1,3,0.666666667,1,0
Wafrica,2,LW,no,n,West,adj,Africa,n,,,Thurner (BL),,,,,1,1,0,0,0.5,4,0.25,3,6,1,0,1
wagery,2,WR,no,n,wage,n,slavery,n,,,Thurner (OED),,,,,1,1,0,0,0.5,3,1,0,6,0.5,3,0
wallyball,2,WR,no,n,wall,n,volleyball,n,,,Thurner (NWD),,,,,1,1,0,0,1,3,0.666666667,1,7,0.714285714,2,1
wargasm,both,WR,no,n,war,n,orgasm,n,,,Thurner (DJ),,,,,1,1,0,1,0,3,1,0,7,1,0,0
warmedy,2,WR,no,n,warm,adj,comedy,n,,,Thurner,,,,,1,1,0,0,0.5,4,1,0,6,0.666666667,2,0
warnography,both,WR,no,n,war,n,pornography,n,,,Thurner (NW),,,,,0,1,1,0,0.5,3,1,0,10,0.9,1,0
warphan,2,WR,no,n,war,n,orphan,n,,,Thurner (LWW),,,,,1,1,0,0,0,3,1,0,5,1,0,0
Waussie,2,LW,no,n,woman,n,Aussie,n,,,Thurner (DS),,,,,1,1,0,0,0.5,5,0.2,4,3,1,0,1
wavicle,both,WR,no,n,wave,n,particle,n,,,Thurner (OED),,,,,1,1,0,1,0.5,3,1,0,8,0.5,4,0
Weedigger,2,WW,yes,n,weed,n,digger,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
weeny-bopper,2,WR,no,n,weeny,adj,teeny-bopper,n,,,Thurner (BNE),,,,,1,0,1,0,0.5,4,1,0,8,0.875,1,0
wegotism,2,WW,no,n,we,pn,egotism,n,,,Thurner (WAW),,,,,1,0,1,0,0,2,1,0,8,1,0,0
Westralia,2,WR,no,n,west,adj,Australia,n,,,Thurner (DS),,,,,0,1,1,1,0.5,4,1,0,8,0.875,1,0
whang,both,LR,no,v,whack,v,bang,v,,,Thurner (BL),,,,,1,1,0,1,1,3,0.666666667,1,3,0.333333333,2,0
whirlicane,both,LR,no,n,whirlwind,n,hurricane,n,,,Thurner (BL),,,,,1,0,1,1,1,7,0.714285714,2,6,0.666666667,2,0
whirlwig,2,LR,no,n,whirligig,n,earwig,n,,,Thurner (WE),,,,,1,0,1,0,1,7,0.571428571,3,5,0.6,2,1
whirry,2,WR,no,v,whir,v,hurry,v,,,Thurner (WE),,,,,1,1,0,0,0.5,2,1,0,3,0.666666667,1,0
Whitmaniac,2,WW,no,n,Whitman,n,maniac,n,,,Thurner (WE),,,,,0,0,0,0,0.5,6,0.833333333,1,6,1,0,1
wholphin,both,LR,no,n,whale,n,dolphin,n,,,Thurner (TM),,,,,1,1,0,1,1,3,0.666666667,1,6,0.666666667,2,0
whoopla,2,WW,no,n,whoop,n,hoopla,n,,,Thurner (WE),,,,,1,0,1,0,0.5,3,1,0,5,0.8,1,0
whye,both,LR,no,n,wheat,n,rye,n,,,Thurner (ID),,,,,1,1,0,1,1,3,0.333333333,2,2,0.5,1,1
widget,both,LR,no,n,wifflow,n,gadget,n,,,Thurner (DS),,,,,1,1,0,1,1,5,0.4,3,5,0.4,3,0
Winchaul,both,WW,yes,n,winch,n,haul,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
Windial,2,WW,yes,n,wind,n,dial,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
Winegars,both,WR,yes,n,wine,n,vinegars,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
winsey,both,LR,no,n,woolsey,n,linsey,n,,,Thurner (WE),,,,,1,1,0,1,1,5,0.6,2,5,0.8,1,1
winterim,2,WW,no,n,winter,n,interim,n,,,Thurner (WES),,,,,1,1,0,0,0,5,1,0,6,1,0,0
Winterlude,2,WW,no,n,winter,n,interlude,n,,,Thurner,,,,,1,0,1,0,0,5,1,0,7,1,0,0
Winterlude,2,WW,yes,n,winter,n,interlude,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
witticism,2,WR,no,n,witty,adj,criticism,n,,,Thurner (YNW),,,,,1,1,0,0,1,4,0.75,1,10,0.8,2,1
wizzled,both,LR,no,adj,wizened,adj,shriveled,n,,,Thurner (WE),,,,,1,1,0,1,1,6,0.833333333,1,7,0.571428571,3,0
wobbulator,2,LR,no,n,wobble,v,modulator,n,,,Thurner (WE),,,,,1,0,1,0,1,5,0.6,2,8,0.5,4,0
woggle,both,LR,no,v,wobble,v,waggle,v,,,Thurner (WE),,,,,1,1,0,1,1,5,0.6,2,5,0.8,1,1
womanagement,2,WW,no,n,woman,n,management,n,,,Thurner (BNE),,,,,0,1,1,1,1,5,0.8,1,9,0.555555556,4,0
womannequin,2,WW,no,n,woman,n,mannequin,n,,,Thurner (JO),,,,,0,1,1,1,1,5,0.6,2,7,0.571428571,3,0
womanpower,2,WW,no,n,woman,n,manpower,n,,,Thurner (WES),,,,,1,0,1,0,1,5,0.8,1,6,0.833333333,1,1
womanthrope,2,WR,no,n,woman,n,misanthrope,n,,,Thurner (OED),,,,,1,0,1,0,1,5,0.8,1,9,0.777777778,2,0
womoonless,2,LW,no,adj,woman,n,moonless,adj,,,Thurner (OED),,,,,0,1,1,1,0.5,5,0.6,2,6,1,0,1
womure,2,LR,no,n,woman,n,manure,n,,,Thurner (WO),,,,,0,1,1,1,1,5,0.4,3,5,0.2,4,0
Wonderods,2,WW,yes,n,wonder,n,rods,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
Woolyester,both,WR,yes,n,wool,n,polyester,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
workfare,2,WR,no,n,work,n,welfare,n,,,Thurner (WES),,,,,1,0,1,0,0.5,3,1,0,6,0.666666667,2,0
workoholic,2,WR,no,n,work,n,alcoholic,n,,,Thurner (DCS),,,,,0.5,1,0.5,1,0.5,3,1,0,9,0.111111111,8,0
Wraptures,both,WW,yes,n,wrap,n,raptures,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
Wrenaissance,2,WW,no,n,Wren,n,renaissance,n,,,Thurner (OED),,,,,1,0.5,0.5,0,0,3,1,0,8,1,0,0
wrizzled,both,LR,no,adj,wrinkled,adj,frizzled,adj,,,Thurner (BAI),,,,,1,1,0,1,1,7,0.714285714,2,7,0.857142857,1,1
wunk,2,LR,no,n,wasp,n,funk,n,,,Thurner (NWD),,,,,1,1,0,0,1,4,0.25,3,4,0.5,2,1
yabber,both,LR,no,v,yack,v,jabber,v,,,Thurner (DS),,,,,1,1,0,1,1,3,0.666666667,1,4,0.75,1,1
yahoomanity,2,WR,no,n,yahoo,n,humanity,n,,,Thurner (BYR),,,,,0.5,1,0.5,1,0.5,4,1,0,9,0.888888889,1,0
yakalo,both,WR,no,n,yak,n,cattalo,n,,,Thurner (MBD),,,,,1,1,0,1,0.5,3,1,0,6,0.666666667,2,0
yakow,both,WR,no,n,yak,n,cow,n,,,Thurner (BNE),,,,,1,0.5,0.5,1,0,3,1,0,2,1,0,0
Yardarts,2,WW,yes,n,yard,n,darts,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
yarden,both,WR,no,n,yard,n,garden,n,,,Thurner (FW),,,,,1,1,0,1,0.5,4,1,0,6,0.833333333,1,0
Yardener,2,WR,yes,n,yard,n,gardener,n,,,Thurner (BTC),JM,,,,,,,,,,,,,,,
